serviceid,providerid,gen_microcell,latitude,longitude,timestamp,speed,latency,bandwidth,coverage,reliability,security,origin,true_label,true_label_spa,true_label_bma
161431,P1000076,M119,-33.88101,151.22511,2023-05-28,4.8,4.6,5.0,4.6,5.0,4.8,G,C,C,C
161432,P1000112,M128,-33.78071975708008,151.11386108398438,2023-05-15,4.47,4.42,4.53,4.74,4.42,4.68,G,C,C,C
161435,P1000048,M108,-33.649899388892656,151.2796016585502,2023-02-25,5.0,3.0,5.0,5.0,5.0,5.0,G,C,C,C
161439,P1000491,M129,-33.9279519,151.1552776,2023-05-04,4.68,4.74,4.71,4.74,4.82,4.82,G,C,C,C
161442,P1000351,M110,-33.828972923308115,151.2163312332427,2023-04-14,4.84,4.74,4.79,4.95,4.95,5.0,G,C,C,C
161444,P1000055,M102,-33.89055,151.27523,2023-05-05,5.0,4.88,5.0,5.0,5.0,4.75,G,C,C,C
161445,P1000002,M104,-33.864532,151.207611,2023-02-08,4.57,4.57,4.0,4.57,4.29,4.86,G,C,C,C
161449,P1000085,M103,-33.82763,151.08623,2023-05-06,4.86,4.86,4.93,4.96,5.0,4.93,G,C,C,C
161450,P1000634,M114,-33.91571,151.17268,2023-05-28,4.4,4.29,4.47,4.76,4.84,4.69,G,C,C,C
161454,P1000002,M104,-33.864532,151.207611,2023-05-31,4.21,4.05,3.95,3.68,4.0,4.79,G,C,C,C
161455,P1004075,M104,-33.864532,151.207611,2023-06-03,4.71,4.53,4.65,4.82,5.0,4.94,G,C,C,C
161456,P1004321,M109,-33.92552,151.25489,2023-01-28,4.0,3.0,4.0,5.0,4.0,4.0,G,C,C,C
161457,P1000016,M103,-33.82763,151.08623,2023-05-08,4.94,4.63,4.81,5.0,5.0,5.0,G,C,C,C
161459,P1000684,M102,-33.89055,151.27523,2023-05-29,4.69,4.6,4.64,4.85,4.91,4.95,G,C,C,C
161461,P1000002,M102,-33.89055,151.27523,2023-04-10,4.36,4.09,4.36,4.73,4.64,4.64,G,C,C,C
161463,P1000074,M125,-33.80662,151.15517,2023-01-03,4.0,3.5,4.0,3.0,5.0,5.0,G,C,C,C
161464,P1004003,M115,-33.75122,151.25772,2023-05-05,4.27,4.18,4.36,4.55,4.45,4.64,G,C,C,C
161467,P1000821,M102,-33.89055,151.27523,2023-06-04,4.46,4.27,4.73,4.85,4.88,5.0,G,C,C,C
161468,P1000288,M108,-33.649899388892656,151.2796016585502,2023-05-21,4.73,4.47,4.07,5.0,4.93,4.93,G,C,C,C
161471,P1013073,M104,-33.864532,151.207611,2023-06-01,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161472,P1013156,M109,-33.92552,151.25489,2023-05-29,4.69,4.62,4.62,4.77,4.74,4.74,G,C,C,C
161473,P1000016,M103,-33.82763,151.08623,2023-05-20,5.0,4.71,4.71,5.0,5.0,4.86,G,C,C,C
161475,P1000055,M102,-33.89055,151.27523,2023-03-05,5.0,4.83,5.0,5.0,5.0,4.67,G,C,C,C
161477,P1013156,M125,-33.80662,151.15517,2023-05-19,4.63,4.53,4.31,4.84,4.72,4.88,G,C,C,C
161478,P1000273,M130,-33.8513269,151.0609753,2023-03-27,4.8,4.4,5.0,4.8,5.0,5.0,G,C,C,C
161480,P1001900,M133,-33.9410801,151.100121,2023-05-30,4.49,4.38,4.43,4.68,4.73,4.49,G,C,C,C
161484,P1000503,M102,-33.89055,151.27523,2022-10-13,5.0,4.5,5.0,5.0,5.0,5.0,G,C,C,C
161485,P1000821,M102,-33.89055,151.27523,2023-05-07,4.83,4.61,4.83,4.95,4.95,5.0,G,C,C,C
161486,P1001432,M103,-33.82763,151.08623,2023-05-22,4.72,4.72,4.76,4.9,4.97,4.9,G,C,C,C
161492,P1000351,M104,-33.864532,151.207611,2023-05-01,4.19,4.04,4.08,4.69,4.85,4.88,G,C,C,C
161496,P1001573,M122,-33.72719,151.00848,2023-06-05,4.7,4.7,4.56,4.81,5.0,4.56,G,C,C,C
161497,P1002679,M123,-33.6860173,150.8958334,2023-04-03,4.78,4.61,4.57,4.96,4.91,4.65,G,C,C,C
161505,P1003200,M116,-33.79716,151.06479,2023-06-04,4.87,4.76,4.92,4.84,4.97,4.92,G,C,C,C
161506,P1000634,M114,-33.91571,151.17268,2023-05-31,4.63,4.55,4.4,4.9,4.9,4.85,G,C,C,C
161507,P1000016,M130,-33.8513269,151.0609753,2022-10-18,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161511,P1004008,M110,-33.828972923308115,151.2163312332427,2023-02-20,3.0,3.5,2.0,2.0,3.5,5.0,G,C,C,C
161512,P1000132,M104,-33.864532,151.207611,2023-05-13,3.4,3.4,3.9,3.9,3.5,4.2,G,C,C,C
161514,P1004008,M104,-33.864532,151.207611,2023-05-14,2.5,2.5,2.0,2.0,2.5,4.5,G,C,C,C
161515,P1002165,M104,-33.864532,151.207611,2022-10-17,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161516,P1000016,M113,-33.8017879,151.1765299,2023-06-03,4.75,4.56,4.56,4.38,4.88,4.81,G,C,C,C
161517,P1000009,M114,-33.91571,151.17268,2023-03-17,4.57,4.43,4.14,4.86,4.86,5.0,G,C,C,C
161521,P1013073,M104,-33.864532,151.207611,2023-05-20,4.6,4.8,4.6,4.8,5.0,5.0,G,C,C,C
161523,P1000370,M104,-33.864532,151.207611,2023-04-23,4.46,4.51,4.44,4.72,4.87,4.77,G,C,C,C
161524,P1000129,M115,-33.75122,151.25772,2023-05-21,4.28,4.28,4.5,4.72,4.67,4.89,G,C,C,C
161525,P1000349,M104,-33.864532,151.207611,2022-12-26,5.0,4.0,4.0,4.5,5.0,5.0,G,C,C,C
161529,P1000603,M104,-33.864532,151.207611,2023-04-12,4.95,4.68,4.68,4.84,4.95,4.79,G,C,C,C
161530,P1000055,M102,-33.89055,151.27523,2023-04-16,4.8,4.6,4.6,5.0,4.8,5.0,G,C,C,C
161532,P1000349,M130,-33.8513269,151.0609753,2022-12-26,3.8,3.6,3.8,3.6,3.6,3.8,G,C,C,C
161533,P1000424,M109,-33.92552,151.25489,2023-05-02,4.69,4.38,4.85,5.0,4.88,4.96,G,C,C,C
161535,P1000016,M130,-33.8513269,151.0609753,2023-05-08,4.61,4.33,4.72,4.78,4.94,4.94,G,C,C,C
161537,P1000370,M104,-33.864532,151.207611,2023-05-28,4.49,4.37,4.47,4.47,4.69,4.8,G,C,C,C
161539,P1001792,M128,-33.78071975708008,151.11386108398438,2023-05-07,4.8,4.67,4.73,4.87,4.83,4.9,G,C,C,C
161540,P1000002,M104,-33.864532,151.207611,2023-05-15,3.0,2.93,2.6,3.67,3.2,4.4,G,C,C,C
161545,P1000545,M135,-33.87585,151.10469,2023-05-20,4.79,4.89,4.79,4.89,5.0,4.74,G,C,C,C
161546,P1000545,M135,-33.87585,151.10469,2023-04-21,4.76,4.43,4.62,4.86,4.76,4.86,G,C,C,C
161550,P1000735,M104,-33.864532,151.207611,2023-05-30,4.94,4.88,4.82,5.0,5.0,5.0,G,C,C,C
161554,P1000107,M130,-33.8513269,151.0609753,2023-05-10,4.85,4.6,4.7,4.95,5.0,4.95,G,C,C,C
161556,P1003322,M119,-33.88101,151.22511,2023-05-28,4.88,4.82,4.94,4.94,5.0,4.82,G,C,C,C
161564,P1000016,M103,-33.82763,151.08623,2023-03-16,4.63,4.38,4.25,4.63,4.75,4.5,G,C,C,C
161566,P1000106,M105,-33.79585,151.28527,2023-03-03,4.8,4.5,4.6,4.9,4.8,4.5,G,C,C,C
161568,P1007434,M107,-33.75470594557184,151.1497291880052,2023-06-04,4.8,5.0,4.73,4.93,4.87,4.87,G,C,C,C
161569,P1000713,M102,-33.89055,151.27523,2023-01-24,4.94,4.82,4.94,4.76,4.76,4.94,G,C,C,C
161571,P1005452,M103,-33.82763,151.08623,2023-05-05,4.42,4.37,4.05,4.79,4.74,4.84,G,C,C,C
161576,P1000002,M138,-33.80839,150.98594,2023-01-02,2.5,2.5,2.5,4.0,4.5,3.0,G,C,C,C
161577,P1000009,M117,-33.94207,151.22432,2023-01-25,4.5,4.63,4.38,4.75,4.88,4.63,G,C,C,C
161578,P1001658,M128,-33.78071975708008,151.11386108398438,2023-05-29,4.82,4.88,4.88,4.82,5.0,4.88,G,C,C,C
161586,P1000074,M115,-33.75122,151.25772,2023-03-13,4.0,4.0,4.0,4.0,4.0,5.0,G,C,C,C
161587,P1001577,M127,-33.8909571,151.1195413,2023-05-07,4.55,4.52,4.58,4.58,4.87,4.68,G,C,C,C
161591,P1000391,M130,-33.8513269,151.0609753,2023-06-05,4.87,4.82,4.8,4.8,4.9,4.86,G,C,C,C
161594,P1002848,M130,-33.8513269,151.0609753,2023-05-13,4.75,4.67,4.67,4.5,4.92,5.0,G,C,C,C
161595,P1000367,M104,-33.864532,151.207611,2023-01-06,4.5,4.5,5.0,4.5,4.0,5.0,G,C,C,C
161599,P1001792,M128,-33.78071975708008,151.11386108398438,2023-03-22,4.8,4.67,4.87,4.73,4.73,4.87,G,C,C,C
161601,P1000055,M119,-33.88101,151.22511,2023-01-03,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161603,P1000424,M102,-33.89055,151.27523,2023-05-20,4.75,4.66,4.84,4.81,4.78,4.81,G,C,C,C
161613,P1000424,M137,-33.88098835077109,151.16864655312318,2023-05-24,4.75,4.72,4.84,4.97,4.81,5.0,G,C,C,C
161617,P1000440,M125,-33.80662,151.15517,2023-05-07,4.69,4.63,4.88,4.94,4.88,4.75,G,C,C,C
161618,P1000033,M102,-33.89055,151.27523,2023-05-23,4.48,4.44,4.56,4.84,4.76,5.0,G,C,C,C
161621,P1005757,M128,-33.78071975708008,151.11386108398438,2023-05-19,4.79,4.42,4.53,4.79,4.84,4.63,G,C,C,C
161622,P1013156,M104,-33.864532,151.207611,2023-05-20,4.76,4.69,4.59,4.47,4.82,4.92,G,C,C,C
161626,P1000719,M103,-33.82763,151.08623,2023-05-14,5.0,4.88,4.88,4.88,4.88,5.0,G,C,C,C
161627,P1002967,M103,-33.82763,151.08623,2023-06-02,4.68,4.89,4.79,4.84,4.89,5.0,G,C,C,C
161631,P1000002,M104,-33.864532,151.207611,2023-05-07,3.53,3.47,4.0,3.07,3.47,4.53,G,C,C,C
161632,P1000700,M112,-34.0380304,151.1166316,2023-01-24,4.58,4.75,4.83,4.83,4.83,4.75,G,C,C,C
161635,P1013156,M104,-33.864532,151.207611,2023-06-02,4.55,4.53,4.55,4.82,4.89,4.84,G,C,C,C
161642,P1013156,M107,-33.75470594557184,151.1497291880052,2023-05-14,4.59,4.59,4.66,4.83,4.72,4.76,G,C,C,C
161644,P1000033,M104,-33.864532,151.207611,2023-04-11,4.0,3.64,4.18,4.64,4.64,4.64,G,C,C,C
161647,P1000074,M104,-33.864532,151.207611,2022-10-13,4.0,4.0,4.0,5.0,5.0,5.0,G,C,C,C
161649,P1000719,M130,-33.8513269,151.0609753,2023-05-07,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161650,P1000095,M119,-33.88101,151.22511,2023-01-14,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161651,P1000193,M119,-33.88101,151.22511,2023-05-31,4.83,4.58,4.75,4.83,4.92,4.92,G,C,C,C
161654,P1001792,M128,-33.78071975708008,151.11386108398438,2023-05-22,4.84,4.66,4.81,4.63,4.88,4.84,G,C,C,C
161656,P1000076,M109,-33.92552,151.25489,2023-01-01,5.0,5.0,5.0,5.0,5.0,4.0,G,C,C,C
161657,P1000002,M104,-33.864532,151.207611,2023-04-02,3.92,3.85,3.54,4.54,3.85,4.62,G,C,C,C
161659,P1002641,M130,-33.8513269,151.0609753,2023-05-29,4.69,4.67,4.72,4.69,4.87,4.87,G,C,C,C
161661,P1000523,M104,-33.864532,151.207611,2023-05-28,4.14,3.71,4.29,4.57,4.86,4.86,G,C,C,C
161664,P1000634,M114,-33.91571,151.17268,2023-04-22,4.36,4.18,4.54,5.0,4.93,4.61,G,C,C,C
161665,P1006606,M130,-33.8513269,151.0609753,2023-05-17,4.4,4.29,4.36,4.18,4.38,4.71,G,C,C,C
161666,P1001573,M136,-33.86999,151.08825,2023-06-01,4.72,4.63,4.65,4.84,4.81,4.72,G,C,C,C
161668,P1000973,M118,-33.716291,151.1083268,2023-01-02,3.0,2.5,2.5,3.5,4.0,4.0,G,C,C,C
161669,P1000973,M118,-33.716291,151.1083268,2023-01-04,4.0,4.11,4.33,4.56,4.78,4.44,G,C,C,C
161670,P1000095,M102,-33.89055,151.27523,2022-11-12,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161672,P1002877,M136,-33.86999,151.08825,2023-04-28,4.62,4.73,4.58,4.35,4.69,4.65,G,C,C,C
161675,P1000017,M102,-33.89055,151.27523,2023-04-03,4.0,4.0,4.25,4.5,4.75,5.0,G,C,C,C
161677,P1000048,M108,-33.649899388892656,151.2796016585502,2023-02-26,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161678,P1000048,M105,-33.79585,151.28527,2023-01-05,5.0,5.0,4.0,5.0,5.0,5.0,G,C,C,C
161679,P1000016,M128,-33.78071975708008,151.11386108398438,2023-01-03,4.75,4.75,4.75,4.75,5.0,5.0,G,C,C,C
161681,P1000137,M103,-33.82763,151.08623,2023-05-28,4.54,4.43,4.68,4.82,4.82,4.54,G,C,C,C
161682,P1000076,M109,-33.92552,151.25489,2023-01-24,5.0,5.0,5.0,4.75,5.0,5.0,G,C,C,C
161683,P1000107,M135,-33.87585,151.10469,2023-05-25,4.75,4.75,4.6,4.95,4.95,5.0,G,C,C,C
161684,P1001806,M110,-33.828972923308115,151.2163312332427,2023-01-17,4.6,4.2,4.6,4.8,4.2,4.2,G,C,C,C
161687,P1001186,M110,-33.828972923308115,151.2163312332427,2023-04-22,5.0,5.0,5.0,4.67,4.67,5.0,G,C,C,C
161688,P1000129,M108,-33.649899388892656,151.2796016585502,2023-03-11,3.33,3.17,2.83,4.0,4.17,4.67,G,C,C,C
161689,P1000477,M118,-33.716291,151.1083268,2023-04-04,4.67,4.72,4.78,4.94,4.94,4.72,G,C,C,C
161690,P1002877,M136,-33.86999,151.08825,2023-05-21,4.58,4.55,4.55,4.81,4.71,4.35,G,C,C,C
161691,P1000634,M114,-33.91571,151.17268,2023-04-10,4.3,4.0,4.5,4.4,4.3,4.2,G,C,C,C
161694,P1000477,M118,-33.716291,151.1083268,2023-05-03,4.33,3.92,4.33,4.83,4.75,4.08,G,C,C,C
161696,P1000684,M138,-33.80839,150.98594,2023-05-28,4.5,4.39,4.5,4.56,4.83,4.67,G,C,C,C
161702,P1000391,M134,-33.96857,151.12367,2023-05-15,4.43,4.4,4.6,4.83,4.87,4.43,G,C,C,C
161705,P1000349,M128,-33.78071975708008,151.11386108398438,2022-12-27,4.0,4.0,5.0,5.0,5.0,5.0,G,C,C,C
161706,P1000349,M128,-33.78071975708008,151.11386108398438,2022-12-26,5.0,4.0,5.0,3.0,3.0,5.0,G,C,C,C
161707,P1000684,M102,-33.89055,151.27523,2023-05-29,4.52,4.32,4.6,4.76,4.8,4.72,G,C,C,C
161711,P1000009,M135,-33.87585,151.10469,2023-04-19,4.5,4.13,4.63,4.38,4.5,4.38,G,C,C,C
161712,P1001743,M130,-33.8513269,151.0609753,2023-05-15,4.9,4.9,5.0,4.9,4.9,4.9,G,C,C,C
161713,P1000367,M104,-33.864532,151.207611,2023-05-12,4.82,4.64,4.55,4.82,4.77,5.0,G,C,C,C
161715,P1013739,M132,-33.95896,151.02309,2023-05-08,3.88,3.94,4.06,4.06,3.88,3.71,G,C,C,C
161716,P1013739,M132,-33.95896,151.02309,2023-04-25,5.0,4.91,4.91,4.91,5.0,4.55,G,C,C,C
161720,P1005863,M109,-33.92552,151.25489,2023-06-02,4.97,4.85,5.0,4.95,5.0,4.97,G,C,C,C
161721,P1000017,M109,-33.92552,151.25489,2023-04-19,4.6,4.4,4.6,4.8,4.8,4.8,G,C,C,C
161726,P1000017,M119,-33.88101,151.22511,2023-03-17,4.5,4.5,4.0,5.0,4.5,5.0,G,C,C,C
161727,P1000821,M102,-33.89055,151.27523,2023-05-18,4.61,4.36,4.86,4.89,4.93,4.96,G,C,C,C
161730,P1000477,M118,-33.716291,151.1083268,2023-05-21,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161733,P1004008,M103,-33.82763,151.08623,2023-02-25,3.0,3.0,3.0,3.67,3.0,4.33,G,C,C,C
161734,P1000349,M104,-33.864532,151.207611,2023-04-23,4.17,4.33,4.17,3.67,4.67,4.5,G,C,C,C
161738,P1000016,M104,-33.864532,151.207611,2023-01-05,5.0,4.75,5.0,5.0,5.0,5.0,G,C,C,C
161741,P1000638,M110,-33.828972923308115,151.2163312332427,2023-05-24,4.38,4.31,4.85,4.46,4.46,4.92,G,C,C,C
161742,P1001186,M119,-33.88101,151.22511,2023-04-03,4.82,4.55,4.64,4.91,4.64,4.91,G,C,C,C
161743,P1001186,M119,-33.88101,151.22511,2023-04-11,4.63,4.63,4.94,4.81,4.75,4.63,G,C,C,C
161745,P1001432,M130,-33.8513269,151.0609753,2023-05-13,4.74,4.56,4.52,4.67,4.93,4.93,G,C,C,C
161751,P1000719,M104,-33.864532,151.207611,2023-04-10,4.75,4.75,4.75,5.0,5.0,4.75,G,C,C,C
161753,P1005863,M109,-33.92552,151.25489,2023-01-16,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161754,P1000016,M104,-33.864532,151.207611,2023-06-03,4.6,4.33,4.6,4.73,4.87,4.8,G,C,C,C
161755,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-26,4.45,4.36,3.91,4.73,4.36,5.0,G,C,C,C
161758,P1000016,M130,-33.8513269,151.0609753,2023-05-08,4.85,4.6,4.9,4.65,4.85,4.9,G,C,C,C
161765,P1001573,M130,-33.8513269,151.0609753,2023-06-01,4.96,4.9,4.98,4.83,4.92,4.92,G,C,C,C
161766,P1000002,M105,-33.79585,151.28527,2023-05-21,4.46,4.08,4.38,4.77,4.69,4.77,G,C,C,C
161768,P1000062,M115,-33.75122,151.25772,2023-04-21,4.92,4.79,4.96,4.92,4.92,4.92,G,C,C,C
161769,P1000002,M104,-33.864532,151.207611,2023-05-15,4.92,4.64,4.96,4.76,4.52,4.96,G,C,C,C
161771,P1002848,M103,-33.82763,151.08623,2023-05-29,4.91,4.91,4.91,4.73,4.82,4.91,G,C,C,C
161777,P1000760,M104,-33.864532,151.207611,2023-05-20,5.0,4.86,5.0,4.86,5.0,5.0,G,C,C,C
161778,P1000016,M113,-33.8017879,151.1765299,2023-03-08,5.0,4.5,5.0,5.0,5.0,5.0,G,C,C,C
161779,P1000424,M110,-33.828972923308115,151.2163312332427,2023-05-18,4.75,4.75,4.44,4.94,4.94,5.0,G,C,C,C
161782,P1000074,M110,-33.828972923308115,151.2163312332427,2023-02-17,4.5,5.0,4.0,3.5,4.0,5.0,G,C,C,C
161783,P1000002,M128,-33.78071975708008,151.11386108398438,2023-04-10,4.33,4.42,4.58,4.33,4.58,4.75,G,C,C,C
161789,P1000002,M104,-33.864532,151.207611,2023-04-14,4.78,4.61,4.67,4.89,4.83,4.89,G,C,C,C
161792,P1013739,M135,-33.87585,151.10469,2023-03-09,4.67,4.56,4.89,4.89,4.89,4.44,G,C,C,C
161795,P1000391,M117,-33.94207,151.22432,2023-05-31,4.77,4.57,4.78,4.78,4.84,4.86,G,C,C,C
161802,P1001057,M134,-33.96857,151.12367,2023-05-21,4.83,4.83,4.83,4.83,5.0,4.67,G,C,C,C
161804,P1000095,M108,-33.649899388892656,151.2796016585502,2023-02-24,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161806,P1000349,M104,-33.864532,151.207611,2023-01-16,2.0,2.0,2.0,1.0,2.0,4.0,G,C,C,C
161807,P1000633,M104,-33.864532,151.207611,2023-05-08,4.71,4.43,4.43,4.86,5.0,5.0,G,C,C,C
161808,P1000633,M104,-33.864532,151.207611,2023-05-21,4.4,3.8,4.6,4.4,4.2,4.8,G,C,C,C
161809,P1002877,M130,-33.8513269,151.0609753,2023-05-08,4.69,4.65,4.81,4.42,4.73,4.69,G,C,C,C
161817,P1000073,M109,-33.92552,151.25489,2023-05-06,4.2,3.8,3.8,4.4,4.2,4.2,G,C,C,C
161818,P1001573,M104,-33.864532,151.207611,2022-09-19,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161822,P1000892,M116,-33.79716,151.06479,2023-05-16,4.25,4.5,4.75,4.5,5.0,4.5,G,C,C,C
161823,P1000035,M104,-33.864532,151.207611,2023-06-01,4.59,4.35,4.29,4.47,4.82,4.94,G,C,C,C
161824,P1000719,M104,-33.864532,151.207611,2023-05-29,4.67,4.6,4.73,4.53,4.87,4.93,G,C,C,C
161825,P1008166,M116,-33.79716,151.06479,2022-09-21,3.0,3.0,5.0,1.0,5.0,4.0,G,C,C,C
161829,P1003435,M123,-33.6860173,150.8958334,2023-01-24,3.0,2.67,3.33,3.67,3.33,3.33,G,C,C,C
161830,P1000009,M110,-33.828972923308115,151.2163312332427,2023-05-21,4.95,4.84,4.89,4.58,4.95,4.95,G,C,C,C
161832,P1000074,M109,-33.92552,151.25489,2023-03-09,3.8,3.8,4.4,4.2,4.0,4.8,G,C,C,C
161834,P1004008,M128,-33.78071975708008,151.11386108398438,2023-03-05,3.4,3.4,3.8,2.4,3.4,4.4,G,C,C,C
161836,P1000273,M122,-33.72719,151.00848,2023-01-30,4.6,4.6,4.6,4.4,4.8,4.8,G,C,C,C
161837,P1000523,M104,-33.864532,151.207611,2023-05-13,4.55,4.36,4.36,5.0,4.64,5.0,G,C,C,C
161838,P1004003,M105,-33.79585,151.28527,2023-03-19,3.0,2.78,3.22,3.67,2.89,4.44,G,C,C,C
161839,P1000351,M102,-33.89055,151.27523,2023-05-21,4.69,4.31,4.69,4.31,4.69,4.92,G,C,C,C
161840,P1000076,M110,-33.828972923308115,151.2163312332427,2023-06-01,4.62,4.62,4.85,4.46,4.46,4.92,G,C,C,C
161846,P1000349,M110,-33.828972923308115,151.2163312332427,2023-01-08,4.14,4.14,4.0,4.0,4.29,4.86,G,C,C,C
161849,P1002982,M130,-33.8513269,151.0609753,2023-03-11,4.69,4.38,4.69,4.44,4.75,4.88,G,C,C,C
161852,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-29,3.83,3.67,4.0,4.17,4.83,4.83,G,C,C,C
161854,P1002982,M103,-33.82763,151.08623,2023-04-10,4.59,4.57,4.38,4.7,4.95,4.95,G,C,C,C
161858,P1013739,M103,-33.82763,151.08623,2022-11-05,4.67,5.0,5.0,5.0,4.67,4.67,G,C,C,C
161862,P1000009,M114,-33.91571,151.17268,2023-04-21,4.44,4.22,4.89,4.33,4.56,4.89,G,C,C,C
161865,P1000349,M128,-33.78071975708008,151.11386108398438,2023-04-19,4.0,3.0,3.0,5.0,5.0,5.0,G,C,C,C
161877,P1000009,M103,-33.82763,151.08623,2022-11-26,5.0,5.0,4.33,5.0,4.67,4.67,G,C,C,C
161878,P1000760,M105,-33.79585,151.28527,2023-04-24,5.0,4.67,4.83,4.5,5.0,5.0,G,C,C,C
161881,P1000453,M102,-33.89055,151.27523,2023-01-07,5.0,4.5,4.5,4.5,4.75,5.0,G,C,C,C
161882,P1000016,M130,-33.8513269,151.0609753,2023-04-17,4.83,4.33,4.67,4.67,4.83,4.83,G,C,C,C
161883,P1003435,M123,-33.6860173,150.8958334,2023-05-22,4.75,4.88,4.5,4.75,4.88,4.88,G,C,C,C
161886,P1000684,M135,-33.87585,151.10469,2023-05-06,4.74,4.56,4.63,4.81,4.93,4.81,G,C,C,C
161889,P1000167,M130,-33.8513269,151.0609753,2023-05-15,4.5,4.0,4.5,5.0,5.0,5.0,G,C,C,C
161890,P1000349,M110,-33.828972923308115,151.2163312332427,2023-04-14,3.6,3.4,4.0,4.0,3.8,4.8,G,C,C,C
161891,P1000349,M104,-33.864532,151.207611,2023-01-01,4.0,3.33,4.67,4.67,3.67,4.33,G,C,C,C
161892,P1000349,M104,-33.864532,151.207611,2023-05-21,4.0,4.5,4.5,4.5,4.5,5.0,G,C,C,C
161893,P1000148,M104,-33.864532,151.207611,2023-03-23,4.8,4.6,5.0,5.0,5.0,4.9,G,C,C,C
161895,P1000349,M113,-33.8017879,151.1765299,2022-10-21,5.0,5.0,4.0,5.0,5.0,5.0,G,C,C,C
161897,P1003989,M124,-34.01325,150.76437,2023-05-11,5.0,4.86,5.0,5.0,5.0,4.86,G,C,C,C
161900,P1000801,M102,-33.89055,151.27523,2023-05-15,4.4,4.2,4.4,4.8,4.8,4.9,G,C,C,C
161901,P1002942,M119,-33.88101,151.22511,2023-03-05,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161903,P1000412,M128,-33.78071975708008,151.11386108398438,2023-05-22,4.27,4.4,4.33,4.13,4.53,4.67,G,C,C,C
161910,P1001229,M109,-33.92552,151.25489,2023-05-05,4.94,4.81,4.81,4.94,5.0,4.94,G,C,C,C
161911,P1002054,M130,-33.8513269,151.0609753,2023-05-10,4.92,4.84,4.76,4.74,4.95,5.0,G,C,C,C
161924,P1000002,M102,-33.89055,151.27523,2023-05-15,4.55,4.36,4.36,4.82,4.55,4.91,G,C,C,C
161935,P1001573,M103,-33.82763,151.08623,2023-06-04,5.0,4.7,5.0,5.0,5.0,4.7,G,C,C,C
161936,P1002480,M104,-33.864532,151.207611,2023-06-04,4.9,4.86,4.81,4.86,4.9,4.81,G,C,C,C
161938,P1000074,M104,-33.864532,151.207611,2023-05-14,4.63,4.13,4.25,4.25,4.25,5.0,G,C,C,C
161941,P1001660,M123,-33.6860173,150.8958334,2023-05-04,4.6,4.7,4.4,4.6,4.5,4.7,G,C,C,C
161951,P1001735,M107,-33.75470594557184,151.1497291880052,2023-05-15,4.19,4.06,4.31,4.5,4.5,4.31,G,C,C,C
161953,P1000076,M109,-33.92552,151.25489,2023-05-27,4.78,4.56,4.56,4.89,4.67,4.78,G,C,C,C
161955,P1000074,M113,-33.8017879,151.1765299,2022-11-08,3.0,3.0,4.0,2.0,2.0,5.0,G,C,C,C
161957,P1000137,M103,-33.82763,151.08623,2023-03-16,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161961,P1013467,M131,-33.8388,151.23511,2023-01-04,5.0,5.0,5.0,4.88,5.0,5.0,G,C,C,C
161962,P1000503,M102,-33.89055,151.27523,2023-04-16,5.0,4.67,5.0,5.0,5.0,5.0,G,C,C,C
161964,P1000560,M115,-33.75122,151.25772,2023-01-21,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
161966,P1000633,M104,-33.864532,151.207611,2023-05-24,4.44,4.33,4.78,4.89,4.89,5.0,G,C,C,C
161967,P1000560,M102,-33.89055,151.27523,2023-01-08,4.0,3.5,4.0,4.5,5.0,5.0,G,C,C,C
161968,P1003551,M104,-33.864532,151.207611,2023-05-28,4.75,4.8,4.85,4.95,4.95,4.6,G,C,C,C
161969,P1001525,M135,-33.87585,151.10469,2023-05-21,4.0,4.0,4.0,4.0,4.0,4.0,G,C,C,C
161971,P1000560,M104,-33.864532,151.207611,2023-01-28,4.57,4.43,4.43,4.86,5.0,5.0,G,C,C,C
161972,P1000074,M113,-33.8017879,151.1765299,2023-04-13,4.0,3.0,3.0,5.0,4.0,5.0,G,C,C,C
161976,P1000599,M105,-33.79585,151.28527,2023-05-07,5.0,4.62,4.92,5.0,5.0,4.69,G,C,C,C
161977,P1000602,M105,-33.79585,151.28527,2023-01-12,5.0,5.0,4.0,5.0,4.0,5.0,G,C,C,C
161978,P1000175,M103,-33.82763,151.08623,2023-05-31,4.77,4.59,4.77,4.95,4.91,5.0,G,C,C,C
