,serviceid,providerid,timestamp,microcell,latitude,longitude,speed,throughput,bandwidth,coverage,reliability,security,latency,currect_microcell
15441,162771,P1004008,2023-01-08,M103,-33.82763,151.08623,3.0,4.0,3.0,5.0,5.0,3.0,2.0,M103
15442,162779,P1000002,2023-05-28,M110,-33.828972923308115,151.2163312332427,4.4,4.7,4.6,4.8,4.1,4.9,4.3,M110
15443,162781,P1000009,2023-04-23,M104,-33.864532,151.207611,4.0,4.6,4.4,5.0,4.8,4.4,4.0,M104
15444,162783,P1000412,2023-05-14,M104,-33.864532,151.207611,4.52,4.57,4.67,4.9,4.95,4.9,4.29,M104
15445,162784,P1000973,2023-02-21,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M118
15446,162786,P1000971,2023-05-29,M104,-33.864532,151.207611,3.86,3.71,3.43,3.57,3.86,4.57,3.57,M104
15447,162788,P1000973,2023-04-16,M104,-33.864532,151.207611,4.71,5.0,4.71,4.57,4.57,5.0,4.71,M104
15448,162789,P1000105,2023-04-17,M103,-33.82763,151.08623,4.83,4.83,4.67,5.0,5.0,5.0,5.0,M103
15449,162791,P1000638,2023-05-29,M110,-33.828972923308115,151.2163312332427,4.5,4.5,4.63,4.69,4.69,5.0,4.19,M110
15450,162795,P1000073,2023-04-13,M133,-33.9410801,151.100121,4.4,4.4,4.7,4.3,4.3,4.5,4.1,M133
15451,162797,P1002480,2023-05-20,M130,-33.8513269,151.0609753,4.54,4.46,4.5,4.58,4.46,4.5,4.25,M130
15452,162798,P1000035,2023-05-04,M105,-33.79585,151.28527,4.38,4.5,4.38,4.5,4.88,4.75,4.25,M105
15453,162803,P1000076,2023-01-13,M102,-33.89055,151.27523,5.0,5.0,4.5,5.0,5.0,5.0,5.0,M102
15454,162804,P1000076,2023-01-04,M131,-33.8388,151.23511,5.0,5.0,5.0,5.0,5.0,5.0,4.0,M131
15455,162805,P1003230,2022-12-30,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
15456,162809,P1000523,2023-03-20,M102,-33.89055,151.27523,4.0,4.0,3.75,4.0,4.25,4.75,4.0,M102
15457,162813,P1000367,2023-03-24,M102,-33.89055,151.27523,5.0,4.6,4.8,4.6,5.0,4.8,4.4,M102
15458,162814,P1001685,2023-05-15,M116,-33.79716,151.06479,4.0,4.33,4.67,3.33,3.67,4.67,4.0,M116
15459,162818,P1000503,2023-04-25,M102,-33.89055,151.27523,4.25,4.25,4.5,4.75,5.0,4.63,4.38,M102
15460,162819,P1000684,2023-04-10,M106,-33.73635045169837,150.71367952034564,4.8,4.8,4.8,5.0,4.8,4.8,4.8,M106
15461,162821,P1000076,2023-05-29,M102,-33.89055,151.27523,4.75,4.63,4.88,4.25,4.25,4.63,4.5,M102
15462,162823,P1000002,2023-05-18,M110,-33.828972923308115,151.2163312332427,4.85,4.77,4.85,4.69,4.85,5.0,4.54,M110
15463,162825,P1000002,2023-05-13,M102,-33.89055,151.27523,4.36,4.57,4.36,3.93,4.43,4.64,4.36,M102
15464,162827,P1000076,2023-05-07,M119,-33.88101,151.22511,4.75,4.75,4.5,4.75,4.75,4.5,4.5,M119
15465,162829,P1000602,2023-01-05,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,5.0,4.0,M105
15466,162830,P1000002,2023-05-21,M115,-33.75122,151.25772,4.75,4.5,5.0,4.63,4.63,4.75,4.63,M115
15467,162831,P1000760,2023-04-22,M102,-33.89055,151.27523,4.0,4.25,5.0,4.75,4.25,5.0,4.25,M102
15468,162832,P1000332,2023-04-18,M131,-33.8388,151.23511,4.0,4.0,2.0,5.0,4.0,5.0,3.0,M131
15469,162835,P1000370,2023-05-20,M104,-33.864532,151.207611,4.56,4.78,4.89,4.39,4.78,4.94,4.44,M104
15470,162836,P1000351,2023-01-23,M102,-33.89055,151.27523,4.5,4.25,4.0,4.75,4.75,4.75,3.5,M102
15471,162837,P1000837,2023-06-03,M123,-33.6860173,150.8958334,4.6,4.8,4.8,4.6,4.8,4.7,4.5,M123
15472,162838,P1006663,2023-05-21,M117,-33.94207,151.22432,5.0,5.0,4.5,5.0,5.0,4.0,4.5,M117
15473,162840,P1000837,2023-05-26,M123,-33.6860173,150.8958334,4.46,4.54,4.69,4.92,4.77,4.54,4.69,M123
15474,162841,P1000002,2023-05-18,M105,-33.79585,151.28527,5.0,5.0,4.67,5.0,5.0,5.0,4.67,M105
15475,162847,P1000412,2023-05-22,M104,-33.864532,151.207611,4.67,4.67,4.52,4.67,4.76,4.81,4.57,M104
15476,162870,P1000684,2023-03-02,M115,-33.75122,151.25772,4.56,4.67,4.44,4.89,4.89,4.67,4.56,M115
15477,162871,P1000638,2023-06-01,M105,-33.79585,151.28527,4.29,4.5,4.29,4.79,4.93,4.86,4.14,M105
15478,162872,P1000085,2023-05-12,M130,-33.8513269,151.0609753,4.92,4.92,5.0,4.92,5.0,4.92,4.92,M130
15479,162873,P1005855,2023-04-24,M126,-33.92749,151.12542,4.17,4.0,4.33,4.67,4.67,3.67,3.5,M126
15480,162874,P1013156,2023-04-24,M128,-33.78071975708008,151.11386108398438,4.78,4.83,4.67,4.89,4.94,4.67,4.78,M128
15481,162875,P1001991,2023-04-25,M123,-33.6860173,150.8958334,5.0,5.0,4.6,5.0,5.0,4.8,4.8,M123
15482,162876,P1001645,2023-04-24,M115,-33.75122,151.25772,4.5,4.5,4.75,4.75,5.0,4.75,4.5,M115
15483,162877,P1004006,2023-05-16,M126,-33.92749,151.12542,4.71,4.76,4.65,4.76,4.9,4.57,4.67,M126
15484,162881,P1000167,2023-02-17,M107,-33.75470594557184,151.1497291880052,5.0,4.0,4.0,5.0,5.0,5.0,4.0,M107
15485,162882,P1004006,2023-04-09,M126,-33.92749,151.12542,4.38,4.25,4.38,4.5,4.56,4.5,4.38,M126
15486,162885,P1002758,2023-05-27,M104,-33.864532,151.207611,4.69,4.69,4.54,4.85,4.85,4.69,4.54,M104
15487,162887,P1005020,2023-05-07,M132,-33.95896,151.02309,5.0,5.0,5.0,5.0,4.8,4.6,5.0,M132
15488,162889,P1000002,2023-05-19,M104,-33.864532,151.207611,4.22,4.44,3.89,4.33,4.22,4.89,4.33,M104
15489,162891,P1000391,2023-05-31,M135,-33.87585,151.10469,4.74,4.78,4.59,4.78,4.81,4.85,4.7,M135
15490,162892,P1000971,2023-05-28,M109,-33.92552,151.25489,4.55,4.27,4.55,4.45,4.55,4.91,4.27,M109
15491,162893,P1000002,2023-06-03,M105,-33.79585,151.28527,4.64,4.71,4.5,4.14,4.79,5.0,4.36,M105
15492,162894,P1000074,2023-03-27,M103,-33.82763,151.08623,5.0,5.0,4.0,5.0,5.0,5.0,4.0,M103
15493,162901,P1000060,2023-05-26,M123,-33.6860173,150.8958334,5.0,5.0,4.75,5.0,4.75,4.75,4.0,M123
15494,162906,P1000137,2023-02-11,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M118
15495,162909,P1000060,2023-04-04,M123,-33.6860173,150.8958334,4.67,4.33,5.0,5.0,5.0,4.0,4.0,M123
15496,162910,P1000523,2023-06-01,M104,-33.864532,151.207611,4.33,4.67,4.67,4.33,4.67,4.67,4.33,M104
15497,162913,P1000349,2022-12-31,M113,-33.8017879,151.1765299,4.33,3.67,4.0,4.0,4.0,4.67,4.0,M113
15498,162914,P1000137,2023-02-14,M118,-33.716291,151.1083268,4.0,5.0,5.0,5.0,5.0,5.0,4.0,M118
15499,162915,P1000048,2023-01-25,M108,-33.649899388892656,151.2796016585502,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M108
15500,162919,P1000603,2023-05-07,M104,-33.864532,151.207611,4.75,4.92,4.83,4.92,5.0,4.75,4.92,M104
15501,162925,P1000603,2023-05-12,M104,-33.864532,151.207611,4.67,4.83,4.75,4.92,4.83,4.58,4.58,M104
15502,162929,P1000603,2023-05-10,M104,-33.864532,151.207611,4.9,4.9,5.0,5.0,5.0,4.9,4.8,M104
15503,162931,P1000603,2023-05-19,M104,-33.864532,151.207611,4.92,5.0,5.0,5.0,5.0,5.0,4.83,M104
15504,162935,P1000603,2023-05-29,M104,-33.864532,151.207611,4.7,4.7,4.75,4.85,4.85,4.85,4.55,M104
15505,162939,P1000003,2023-01-26,M104,-33.864532,151.207611,4.0,4.0,3.5,4.5,5.0,5.0,4.0,M104
15506,162941,P1000002,2023-05-23,M104,-33.864532,151.207611,4.4,4.4,3.6,3.4,4.6,5.0,4.2,M104
15507,162944,P1000035,2023-01-28,M119,-33.88101,151.22511,4.17,4.5,3.67,4.83,4.67,4.83,4.33,M119
15508,162946,P1013156,2023-05-13,M138,-33.80839,150.98594,4.45,4.55,4.55,4.64,4.82,4.73,4.55,M138
15509,162948,P1003910,2023-05-29,M104,-33.864532,151.207611,4.92,4.96,4.84,4.96,4.68,4.88,4.72,M104
15510,162952,P1013156,2023-05-03,M117,-33.94207,151.22432,4.6,4.73,4.47,4.33,4.6,4.6,4.6,M117
15511,162953,P1007071,2023-01-30,M129,-33.9279519,151.1552776,4.0,4.0,4.0,4.0,5.0,5.0,4.0,M129
15512,162954,P1000137,2023-02-04,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M118
15513,162956,P1006663,2023-04-03,M117,-33.94207,151.22432,4.0,4.14,4.14,3.71,3.86,4.14,3.71,M117
15514,162957,P1001865,2023-05-28,M104,-33.864532,151.207611,4.8,4.9,4.6,4.9,5.0,4.7,4.9,M104
15515,162960,P1000016,2023-04-19,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M118
15516,162961,P1000349,2023-01-03,M103,-33.82763,151.08623,5.0,3.0,4.0,5.0,3.0,5.0,5.0,M103
15517,162966,P1000107,2023-06-05,M128,-33.78071975708008,151.11386108398438,4.78,4.72,4.72,4.56,4.78,4.83,4.56,M128
15518,162970,P1004969,2023-06-05,M137,-33.88098835077109,151.16864655312318,5.0,5.0,5.0,5.0,5.0,4.93,4.79,M137
15519,162972,P1000530,2023-05-25,M119,-33.88101,151.22511,4.89,4.89,4.89,4.89,5.0,5.0,4.78,M119
15520,162974,P1000002,2023-03-31,M116,-33.79716,151.06479,4.0,3.0,2.0,5.0,5.0,4.0,3.0,M116
15521,162975,P1002480,2023-05-20,M128,-33.78071975708008,151.11386108398438,4.89,4.78,4.56,4.89,5.0,4.78,4.44,M128
15522,162976,P1004671,2023-05-13,M126,-33.92749,151.12542,4.42,4.26,4.11,4.26,4.21,4.42,4.16,M126
15523,162977,P1000002,2023-02-22,M114,-33.91571,151.17268,3.0,3.2,3.2,3.6,3.4,4.0,3.2,M114
15524,162979,P1000002,2023-04-15,M104,-33.864532,151.207611,5.0,4.67,4.67,5.0,4.67,5.0,5.0,M104
15525,162981,P1002341,2023-03-05,M104,-33.864532,151.207611,3.33,3.67,3.33,3.67,4.0,4.67,3.33,M104
15526,162984,P1000453,2023-03-19,M104,-33.864532,151.207611,4.0,3.8,3.6,4.8,4.4,5.0,4.0,M104
15527,162990,P1004819,2023-06-01,M130,-33.8513269,151.0609753,5.0,4.93,4.93,4.93,4.96,4.89,4.85,M130
15528,162996,P1000076,2023-04-30,M109,-33.92552,151.25489,4.57,4.43,4.43,4.71,4.29,5.0,4.29,M109
15529,162998,P1000002,2023-04-13,M108,-33.649899388892656,151.2796016585502,5.0,5.0,4.5,5.0,4.75,4.5,4.5,M108
15530,162999,P1000076,2023-05-21,M109,-33.92552,151.25489,4.64,4.86,4.93,4.86,4.64,5.0,4.64,M109
15531,163001,P1000049,2023-05-14,M120,-33.94157370178417,150.79405669122934,4.92,4.58,4.92,5.0,5.0,4.75,4.67,M120
15532,163003,P1000424,2023-05-09,M102,-33.89055,151.27523,4.6,4.7,4.72,4.93,4.87,4.83,4.57,M102
15533,163004,P1000938,2023-05-13,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M118
15534,163007,P1004006,2023-04-14,M126,-33.92749,151.12542,4.57,4.79,4.5,4.86,4.79,4.64,4.43,M126
15535,163008,P1000713,2023-05-07,M137,-33.88098835077109,151.16864655312318,4.69,4.77,4.77,4.69,4.46,4.77,4.62,M137
15536,163010,P1000016,2023-05-25,M114,-33.91571,151.17268,4.24,4.35,4.0,4.88,4.94,4.82,4.06,M114
15537,163011,P1000049,2023-05-15,M118,-33.716291,151.1083268,4.5,4.67,4.75,4.67,4.5,4.5,4.5,M118
15538,163012,P1000049,2023-05-31,M107,-33.75470594557184,151.1497291880052,4.45,4.91,4.73,4.91,4.91,4.91,4.45,M107
15539,163021,P1000107,2023-06-05,M104,-33.864532,151.207611,4.76,4.76,4.67,5.0,4.95,4.9,4.67,M104
15540,163023,P1000002,2023-01-28,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
15541,163025,P1000440,2023-04-22,M118,-33.716291,151.1083268,4.67,4.67,4.33,4.67,4.33,4.67,4.67,M118
15542,163027,P1000002,2023-03-03,M104,-33.864532,151.207611,2.0,2.5,3.0,3.5,2.5,4.0,2.5,M104
15543,163028,P1001865,2023-05-30,M102,-33.89055,151.27523,4.8,4.8,4.9,5.0,5.0,4.9,4.3,M102
15544,163032,P1000137,2023-01-23,M118,-33.716291,151.1083268,4.67,4.67,4.33,4.67,5.0,5.0,4.67,M118
15545,163033,P1000440,2023-05-22,M113,-33.8017879,151.1765299,4.0,4.0,4.2,4.2,5.0,5.0,4.6,M113
15546,163039,P1001792,2023-04-18,M128,-33.78071975708008,151.11386108398438,4.29,4.29,3.86,4.43,4.71,4.71,4.14,M128
15547,163040,P1001792,2023-05-19,M128,-33.78071975708008,151.11386108398438,4.69,4.69,4.69,4.85,4.85,4.77,4.54,M128
15548,163044,P1000469,2023-03-05,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
15549,163047,P1001900,2023-05-21,M109,-33.92552,151.25489,4.48,4.52,4.56,4.89,4.74,4.81,4.3,M109
15550,163049,P1000094,2023-05-22,M104,-33.864532,151.207611,4.3,4.2,4.1,5.0,4.9,4.9,4.0,M104
15551,163053,P1000382,2023-06-01,M104,-33.864532,151.207611,5.0,5.0,5.0,4.5,5.0,5.0,5.0,M104
15552,163056,P1001248,2023-05-15,M136,-33.86999,151.08825,4.93,4.93,4.71,5.0,4.93,4.71,4.79,M136
15553,163057,P1002877,2023-05-25,M103,-33.82763,151.08623,4.33,4.67,4.67,4.67,4.67,4.0,4.0,M103
15554,163060,P1000560,2023-02-12,M109,-33.92552,151.25489,5.0,5.0,4.75,5.0,5.0,5.0,5.0,M109
15555,163066,P1000105,2023-05-01,M103,-33.82763,151.08623,4.93,4.93,4.86,4.07,5.0,4.93,4.86,M103
15556,163067,P1000040,2023-05-22,M106,-33.73635045169837,150.71367952034564,4.0,3.8,3.6,4.4,4.2,4.4,4.0,M106
15557,163071,P1000107,2023-05-13,M109,-33.92552,151.25489,4.82,4.55,4.73,4.91,4.91,4.91,4.64,M109
15558,163072,P1000349,2022-12-28,M107,-33.75470594557184,151.1497291880052,3.0,3.0,3.0,3.0,3.0,4.0,3.0,M107
15559,163073,P1002097,2023-05-02,M129,-33.9279519,151.1552776,4.78,4.78,4.44,4.89,5.0,4.78,4.33,M129
15560,163074,P1000058,2023-05-23,M128,-33.78071975708008,151.11386108398438,4.53,4.53,4.47,4.84,4.84,4.58,4.68,M128
15561,163075,P1013156,2023-05-29,M136,-33.86999,151.08825,4.44,4.61,4.39,4.78,4.72,4.33,4.44,M136
15562,163078,P1002097,2023-04-08,M129,-33.9279519,151.1552776,4.75,4.63,4.38,4.88,4.88,4.63,4.5,M129
15563,163079,P1000602,2023-01-02,M105,-33.79585,151.28527,5.0,5.0,5.0,4.0,4.0,5.0,4.0,M105
15564,163081,P1000137,2023-04-08,M118,-33.716291,151.1083268,4.75,4.5,4.5,5.0,5.0,4.75,4.25,M118
15565,163082,P1000076,2023-05-08,M131,-33.8388,151.23511,4.25,4.63,4.13,4.75,4.5,5.0,4.38,M131
15566,163087,P1000391,2023-05-21,M104,-33.864532,151.207611,4.6,4.57,4.71,4.43,4.77,4.69,4.51,M104
15567,163090,P1000485,2023-05-23,M130,-33.8513269,151.0609753,5.0,5.0,5.0,4.67,5.0,4.67,4.67,M130
15568,163092,P1000391,2023-05-28,M116,-33.79716,151.06479,4.61,4.55,4.58,4.5,4.74,4.79,4.39,M116
15569,163095,P1000351,2023-05-21,M131,-33.8388,151.23511,3.0,3.0,4.5,5.0,3.5,4.5,3.0,M131
15570,163096,P1000424,2023-04-19,M110,-33.828972923308115,151.2163312332427,4.94,4.88,4.82,4.94,4.88,4.94,4.82,M110
15571,163097,P1000049,2023-05-06,M103,-33.82763,151.08623,4.33,4.11,4.33,4.44,4.67,4.0,3.89,M103
15572,163099,P1000049,2023-06-01,M130,-33.8513269,151.0609753,4.91,4.95,4.91,4.82,4.91,4.86,4.73,M130
15573,163100,P1000523,2023-05-30,M104,-33.864532,151.207611,4.0,4.0,4.5,5.0,4.0,5.0,4.5,M104
15574,163101,P1000812,2023-05-21,M119,-33.88101,151.22511,4.73,4.73,4.53,4.47,4.8,4.87,4.87,M119
15575,163103,P1000812,2023-03-26,M119,-33.88101,151.22511,3.13,3.25,2.75,3.13,4.25,4.63,3.0,M119
15576,163106,P1000062,2023-03-04,M105,-33.79585,151.28527,4.67,5.0,5.0,4.83,5.0,5.0,4.67,M105
15577,163108,P1000713,2023-01-03,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
15578,163109,P1004056,2023-05-29,M116,-33.79716,151.06479,4.69,4.69,4.44,4.5,4.88,4.69,4.56,M116
15579,163110,P1002952,2023-05-07,M104,-33.864532,151.207611,4.47,4.2,4.47,4.87,4.8,4.93,4.2,M104
15580,163113,P1000062,2023-05-22,M105,-33.79585,151.28527,4.8,4.93,4.93,5.0,5.0,4.93,4.67,M105
15581,163116,P1000424,2023-05-27,M115,-33.75122,151.25772,4.84,4.68,4.84,4.95,4.95,4.89,4.63,M115
15582,163118,P1000633,2023-05-14,M104,-33.864532,151.207611,5.0,4.8,5.0,4.8,4.6,5.0,4.8,M104
15583,163119,P1000349,2022-12-30,M117,-33.94207,151.22432,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M117
15584,163120,P1001275,2023-01-15,M104,-33.864532,151.207611,2.0,4.0,5.0,5.0,2.0,4.0,3.0,M104
15585,163121,P1000035,2023-05-31,M110,-33.828972923308115,151.2163312332427,4.83,4.83,4.94,4.83,4.89,5.0,4.78,M110
15586,163123,P1000501,2023-05-20,M109,-33.92552,151.25489,4.69,4.62,4.85,4.85,4.77,4.85,4.46,M109
15587,163124,P1001275,2023-04-01,M131,-33.8388,151.23511,4.86,4.57,4.57,4.71,4.71,4.86,4.57,M131
15588,163125,P1000684,2023-05-21,M102,-33.89055,151.27523,4.27,4.64,4.18,4.91,4.91,4.91,4.18,M102
15589,163126,P1000035,2023-05-21,M102,-33.89055,151.27523,4.63,4.69,4.88,4.69,4.31,5.0,4.63,M102
15590,163127,P1000801,2023-05-23,M102,-33.89055,151.27523,4.58,4.58,4.5,4.92,4.67,4.92,4.42,M102
15591,163129,P1000076,2023-05-28,M109,-33.92552,151.25489,5.0,5.0,4.9,4.9,4.8,4.8,4.4,M109
15592,163130,P1000002,2023-05-15,M108,-33.649899388892656,151.2796016585502,4.92,4.77,4.77,4.92,4.92,5.0,4.92,M108
15593,163134,P1000684,2023-04-20,M129,-33.9279519,151.1552776,4.71,4.86,4.86,5.0,5.0,4.57,4.14,M129
15594,163135,P1000002,2023-04-11,M114,-33.91571,151.17268,5.0,5.0,5.0,5.0,5.0,5.0,4.5,M114
15595,163136,P1000002,2023-05-27,M104,-33.864532,151.207611,4.2,4.4,4.33,4.6,4.27,4.8,4.27,M104
15596,163140,P1000002,2023-03-25,M105,-33.79585,151.28527,4.63,4.38,4.25,4.63,4.0,5.0,4.25,M105
15597,163142,P1000801,2023-05-26,M102,-33.89055,151.27523,4.59,4.35,4.18,4.82,4.88,4.88,4.53,M102
15598,163145,P1000424,2023-04-19,M131,-33.8388,151.23511,4.57,4.71,4.43,4.29,4.57,4.86,4.29,M131
15599,163149,P1000453,2023-05-30,M104,-33.864532,151.207611,4.62,4.62,4.85,5.0,4.92,5.0,4.69,M104
15600,163150,P1003295,2023-05-23,M106,-33.73635045169837,150.71367952034564,5.0,5.0,5.0,5.0,5.0,4.75,5.0,M106
15601,163151,P1001660,2023-05-22,M130,-33.8513269,151.0609753,4.53,4.63,4.53,4.11,4.74,4.79,4.26,M130
15602,163154,P1000073,2023-04-23,M132,-33.95896,151.02309,4.42,4.17,4.0,4.5,4.5,4.5,4.33,M132
15603,163159,P1000523,2023-05-13,M104,-33.864532,151.207611,3.89,4.11,3.78,4.78,4.33,4.67,3.89,M104
15604,163160,P1000016,2023-05-14,M110,-33.828972923308115,151.2163312332427,4.4,4.4,4.5,4.7,4.7,4.7,4.2,M110
15605,163162,P1000684,2023-01-07,M123,-33.6860173,150.8958334,4.0,4.0,4.0,5.0,5.0,4.0,4.0,M123
15606,163163,P1000349,2023-05-03,M110,-33.828972923308115,151.2163312332427,4.67,4.89,5.0,4.78,4.67,4.67,4.22,M110
15607,163166,P1002097,2023-06-03,M129,-33.9279519,151.1552776,5.0,5.0,5.0,5.0,5.0,4.83,5.0,M129
15608,163170,P1004003,2023-05-10,M105,-33.79585,151.28527,5.0,4.83,4.83,4.83,4.61,4.89,4.83,M105
15609,163171,P1006606,2023-05-21,M104,-33.864532,151.207611,4.27,4.46,4.58,4.42,4.27,4.42,4.15,M104
15610,163173,P1003581,2023-05-28,M107,-33.75470594557184,151.1497291880052,4.75,4.75,4.65,4.9,4.95,4.85,4.8,M107
15611,163176,P1000412,2023-05-16,M104,-33.864532,151.207611,4.77,4.82,4.73,4.95,4.95,4.86,4.64,M104
15612,163178,P1001351,2023-06-04,M137,-33.88098835077109,151.16864655312318,4.67,4.72,4.78,4.89,4.78,4.83,4.5,M137
15613,163179,P1000273,2023-03-04,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
15614,163183,P1000105,2023-05-21,M130,-33.8513269,151.0609753,4.25,4.5,5.0,4.0,4.5,4.25,4.25,M130
15615,163186,P1000002,2023-05-28,M104,-33.864532,151.207611,4.42,4.42,4.5,4.67,4.08,4.58,4.42,M104
15616,163187,P1002491,2023-05-28,M109,-33.92552,151.25489,4.79,4.68,4.63,4.89,4.95,4.89,4.53,M109
15617,163190,P1002671,2023-05-14,M105,-33.79585,151.28527,4.65,4.88,4.76,4.82,4.76,4.94,4.65,M105
15618,163191,P1000002,2023-05-28,M102,-33.89055,151.27523,4.86,5.0,4.71,5.0,4.86,5.0,4.57,M102
15619,163192,P1000391,2023-06-04,M104,-33.864532,151.207611,4.81,4.9,4.9,4.9,4.97,4.68,4.52,M104
15620,163193,P1000812,2023-04-23,M119,-33.88101,151.22511,4.38,4.63,4.63,4.75,4.88,4.88,4.38,M119
15621,163196,P1000033,2023-05-01,M104,-33.864532,151.207611,4.5,4.9,4.7,4.8,4.7,4.8,4.5,M104
15622,163197,P1000684,2023-05-14,M103,-33.82763,151.08623,4.67,4.83,4.67,4.83,4.83,4.67,4.5,M103
15623,163201,P1000095,2023-06-01,M102,-33.89055,151.27523,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M102
15624,163203,P1000035,2023-05-20,M137,-33.88098835077109,151.16864655312318,4.76,4.72,4.88,4.96,4.92,4.92,4.52,M137
15625,163205,P1000684,2023-05-30,M128,-33.78071975708008,151.11386108398438,4.82,4.91,4.82,4.82,4.82,4.73,4.73,M128
15626,163206,P1000971,2023-02-16,M102,-33.89055,151.27523,2.5,2.5,4.0,3.0,3.0,5.0,2.0,M102
15627,163207,P1000349,2023-03-14,M129,-33.9279519,151.1552776,5.0,5.0,5.0,4.33,5.0,5.0,5.0,M129
15628,163211,P1002602,2023-05-21,M131,-33.8388,151.23511,4.63,4.5,4.25,4.88,5.0,4.88,4.25,M131
15629,163212,P1000016,2023-04-20,M118,-33.716291,151.1083268,4.63,4.88,4.63,4.63,5.0,4.63,4.38,M118
15630,163214,P1004006,2023-05-09,M126,-33.92749,151.12542,3.86,4.29,4.14,4.57,4.79,4.29,4.14,M126
15631,163215,P1000592,2023-02-14,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,4.67,5.0,M104
15632,163216,P1000391,2023-06-04,M132,-33.95896,151.02309,4.75,4.75,4.69,4.81,4.75,4.69,4.44,M132
15633,163219,P1000107,2023-05-31,M130,-33.8513269,151.0609753,4.6,4.6,4.6,4.7,4.8,4.7,4.6,M130
15634,163221,P1000107,2023-03-09,M104,-33.864532,151.207611,4.7,4.7,4.7,4.9,5.0,4.6,4.4,M104
15635,163225,P1000137,2023-03-21,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,4.33,5.0,M118
15636,163234,P1000351,2023-05-18,M102,-33.89055,151.27523,4.83,4.33,4.5,5.0,5.0,5.0,4.67,M102
15637,163236,P1000975,2023-05-20,M109,-33.92552,151.25489,5.0,4.89,4.89,4.89,5.0,4.89,4.78,M109
15638,163238,P1000016,2023-04-02,M116,-33.79716,151.06479,4.4,4.0,4.6,4.8,4.4,4.6,4.2,M116
15639,163242,P1000349,2023-03-25,M104,-33.864532,151.207611,3.25,3.5,3.25,2.75,1.75,3.5,3.0,M104
15640,163244,P1001333,2023-06-04,M119,-33.88101,151.22511,4.89,4.89,4.95,4.95,4.95,4.95,4.84,M119
15641,163254,P1001221,2023-05-28,M117,-33.94207,151.22432,4.59,4.77,4.59,4.5,4.68,4.64,4.64,M117
15642,163257,P1013016,2023-02-14,M113,-33.8017879,151.1765299,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M113
15643,163258,P1000391,2023-06-03,M122,-33.72719,151.00848,4.94,5.0,5.0,4.83,4.94,5.0,4.83,M122
15644,163260,P1013156,2023-05-18,M104,-33.864532,151.207611,4.65,4.53,4.65,4.82,4.76,4.65,4.53,M104
15645,163262,P1000634,2023-05-09,M114,-33.91571,151.17268,4.8,5.0,4.6,5.0,5.0,5.0,4.6,M114
15646,163265,P1000002,2023-02-21,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,4.5,M104
15647,163266,P1002288,2023-04-10,M120,-33.94157370178417,150.79405669122934,5.0,5.0,5.0,5.0,5.0,4.0,5.0,M120
15648,163267,P1003049,2023-05-29,M126,-33.92749,151.12542,4.8,4.8,4.6,5.0,5.0,4.6,4.8,M126
15649,163270,P1000095,2023-05-01,M108,-33.649899388892656,151.2796016585502,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M108
15650,163277,P1000094,2023-06-01,M103,-33.82763,151.08623,4.46,4.54,4.38,4.85,4.77,4.77,4.38,M103
15651,163279,P1002644,2023-05-19,M121,-34.06962515485486,150.78094538396644,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M121
15652,163283,P1000416,2023-03-08,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
15653,163285,P1000077,2023-06-01,M130,-33.8513269,151.0609753,4.75,4.67,4.92,4.92,5.0,4.83,4.5,M130
15654,163292,P1001575,2023-05-28,M104,-33.864532,151.207611,5.0,5.0,5.0,4.91,5.0,4.82,4.82,M104
15655,163296,P1000137,2023-05-23,M128,-33.78071975708008,151.11386108398438,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M128
15656,163299,P1000599,2023-04-12,M115,-33.75122,151.25772,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M115
15657,163300,P1001333,2023-04-24,M119,-33.88101,151.22511,4.5,4.5,4.5,5.0,5.0,5.0,4.5,M119
